Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),coordinates
FORD,Mustang,SUBCOMPACT,5.0,8,M6,X,16.1,9.9,13.3,21,311,"42.3223, -83.1763"
FORD,Mustang Bullitt,SUBCOMPACT,5.0,8,M6,X,16.1,9.9,13.3,21,311,"42.3223, -83.1763"
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,AS10,X,11.9,8.4,10.4,27,243,"42.3223, -83.1763"
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27,241,"42.3223, -83.1763"
FORD,Mustang Convertible,SUBCOMPACT,5.0,8,AS10,X,15.4,9.7,12.9,22,302,"42.3223, -83.1763"
FORD,Ranger 4WD,PICKUP TRUCK - STANDARD,2.3,4,AS10,X,11.8,9.8,10.9,26,256,"42.3223, -83.1763"
FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19,341,"42.3223, -83.1763"
FORD,T-150 Wagon,VAN - PASSENGER,3.5,6,AS6,X,16.2,12.8,14.7,19,346,"42.3223, -83.1763"
FORD,T-150 Wagon,VAN - PASSENGER,3.7,6,AS6,X,16.9,13.1,15.2,19,355,"42.3223, -83.1763"
FORD,Taurus FFV,FULL-SIZE,3.5,6,AS6,X,13.5,9.0,11.5,25,270,"42.3223, -83.1763"
FORD,Taurus FFV,FULL-SIZE,3.5,6,AS6,E,17.8,12.1,15.2,19,254,"42.3223, -83.1763"
FORD,Taurus AWD,FULL-SIZE,3.5,6,AS6,X,14.6,10.0,12.5,23,294,"42.3223, -83.1763"
FORD,Taurus FFV AWD,FULL-SIZE,3.5,6,AS6,X,14.0,9.9,12.4,23,291,"42.3223, -83.1763"
FORD,Taurus FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.5,13.0,16.0,18,267,"42.3223, -83.1763"
FORD,Transit Connect Van,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,X,9.8,8.8,9.3,30,219,"42.3223, -83.1763"
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,X,9.8,8.8,9.3,30,219,"42.3223, -83.1763"
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,E,13.3,11.8,12.6,22,209,"42.3223, -83.1763"
FORD,Transit Connect Van,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.0,8.8,10.6,27,247,"42.3223, -83.1763"
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,X,9.9,8.2,9.2,31,214,"42.3223, -83.1763"
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,X,9.9,8.2,9.2,31,214,"42.3223, -83.1763"
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,E,13.7,11.1,12.5,23,208,"42.3223, -83.1763"
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.1,9.0,10.7,26,251,"42.3223, -83.1763"
GENESIS,G70,COMPACT,2.0,4,M6,Z,12.8,8.5,10.9,26,255,"37.5665, 126.9780"
GENESIS,G70 AWD,COMPACT,2.0,4,AS8,Z,11.5,8.7,10.3,27,241,"37.5665, 126.9780"
GENESIS,G70 AWD,COMPACT,3.3,6,AS8,Z,13.3,9.5,11.6,24,274,"37.5665, 126.9780"
GENESIS,G80 AWD,FULL-SIZE,3.3,6,AS8,Z,13.8,9.7,11.9,24,282,"37.5665, 126.9780"
GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,X,13.4,9.6,11.7,24,276,"37.5665, 126.9780"
GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Z,15.6,10.4,13.2,21,312,"37.5665, 126.9780"
GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279,"37.5665, 126.9780"
GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Z,15.2,10.2,13.0,22,306,"37.5665, 126.9780"
GMC,Acadia,SUV - STANDARD,2.5,4,A6,X,11.1,9.2,10.2,28,237,"42.3314, -83.0458"
GMC,Acadia,SUV - STANDARD,3.6,6,A6,X,13.1,9.4,11.4,25,268,"42.3314, -83.0458"
GMC,Acadia AWD,SUV - STANDARD,2.5,4,A6,X,11.3,9.4,10.5,27,248,"42.3314, -83.0458"
GMC,Acadia AWD,SUV - STANDARD,3.6,6,A6,X,13.5,9.5,11.7,24,275,"42.3314, -83.0458"
GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,253,"42.3314, -83.0458"
GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,10.7,26,251,"42.3314, -83.0458"
GMC,Canyon,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,10.1,28,270,"42.3314, -83.0458"
GMC,Canyon,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,274,"42.3314, -83.0458"
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.8,11.4,25,267,"42.3314, -83.0458"
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.2,8.4,10.5,27,283,"42.3314, -83.0458"
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.0,9.9,12.2,23,286,"42.3314, -83.0458"
GMC,Sierra,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25,261,"42.3314, -83.0458"
GMC,Sierra,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,317,"42.3314, -83.0458"
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326,"42.3314, -83.0458"
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.7,11.9,14.0,20,329,"42.3314, -83.0458"
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.1,15.0,18.4,15,306,"42.3314, -83.0458"
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.3,10.4,12.5,23,294,"42.3314, -83.0458"
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.6,10.9,11.8,24,277,"42.3314, -83.0458"
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.8,11.9,14.0,20,329,"42.3314, -83.0458"
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.7,14.0,20,330,"42.3314, -83.0458"
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.0,12.5,14.4,20,339,"42.3314, -83.0458"
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.0,16.1,19.4,15,323,"42.3314, -83.0458"
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.3,11.2,13.5,21,316,"42.3314, -83.0458"
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.3,11.8,13.7,21,320,"42.3314, -83.0458"
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.5,11.9,13.9,20,326,"42.3314, -83.0458"
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20,332,"42.3314, -83.0458"
GMC,Sierra LTD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.6,10.9,13.5,21,317,"42.3314, -83.0458"
GMC,Sierra LTD 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.8,11.4,13.8,20,325,"42.3314, -83.0458"
GMC,Terrain,SUV - SMALL,1.5,4,A9,X,9.2,7.9,8.6,33,201,"42.3314, -83.0458"
GMC,Terrain,SUV - SMALL,1.6,4,A6,D,8.5,6.0,7.4,38,199,"42.3314, -83.0458"
GMC,Terrain AWD,SUV - SMALL,1.5,4,A9,X,9.6,8.3,9.0,31,210,"42.3314, -83.0458"
GMC,Terrain AWD,SUV - SMALL,1.6,4,A6,D,8.5,6.1,7.4,38,199,"42.3314, -83.0458"
GMC,Terrain AWD,SUV - SMALL,2.0,4,A9,Z,11.2,9.0,10.2,28,239,"42.3314, -83.0458"
GMC,Yukon,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,"42.3314, -83.0458"
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,"42.3314, -83.0458"
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,"42.3314, -83.0458"
GMC,Yukon 4WD,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,13.7,21,321,"42.3314, -83.0458"
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,13.7,21,321,"42.3314, -83.0458"
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15,305,"42.3314, -83.0458"
GMC,Yukon 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,13.8,20,325,"42.3314, -83.0458"
GMC,Yukon XL,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,"42.3314, -83.0458"
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,"42.3314, -83.0458"
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,"42.3314, -83.0458"
GMC,Yukon XL 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.3,20,336,"42.3314, -83.0458"
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.3,20,336,"42.3314, -83.0458"
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.2,19.0,15,317,"42.3314, -83.0458"
GMC,Yukon XL 4WD,SUV - STANDARD,6.2,8,A10,Z,17.1,11.3,14.5,19,340,"42.3314, -83.0458"
HONDA,Accord,FULL-SIZE,1.5,4,AV,X,7.9,6.3,7.2,39,168,"35.6895, 139.6917"
HONDA,Accord,FULL-SIZE,1.5,4,AV7,X,8.2,6.8,7.6,37,177,"35.6895, 139.6917"
HONDA,Accord,FULL-SIZE,1.5,4,M6,X,8.9,6.7,7.9,36,185,"35.6895, 139.6917"
HONDA,Accord,FULL-SIZE,2.0,4,M6,X,10.7,7.3,9.2,31,214,"35.6895, 139.6917"
HONDA,Accord Sport/Touring,MID-SIZE,2.0,4,AS10,X,10.4,7.4,9.1,31,211,"35.6895, 139.6917"
HONDA,Accord Hybrid,FULL-SIZE,2.0,4,AV,X,5.0,5.0,5.0,56,117,"35.6895, 139.6917"
HONDA,Civic Coupe,COMPACT,1.5,4,AV7,X,7.8,6.4,7.2,39,167,"35.6895, 139.6917"
HONDA,Civic Coupe,COMPACT,2.0,4,AV,X,7.8,6.1,7.1,40,164,"35.6895, 139.6917"
HONDA,Civic Coupe,COMPACT,2.0,4,AV7,X,8.3,6.6,7.5,38,176,"35.6895, 139.6917"
HONDA,Civic Coupe,COMPACT,2.0,4,M6,X,9.3,6.7,8.1,35,189,"35.6895, 139.6917"
HONDA,Civic Coupe Si,COMPACT,1.5,4,M6,Z,8.4,6.2,7.4,38,173,"35.6895, 139.6917"
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,AV,X,7.7,6.0,6.9,41,162,"35.6895, 139.6917"
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,AV7,X,7.9,6.6,7.3,39,170,"35.6895, 139.6917"
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,M6,X,8.0,6.2,7.2,39,167,"35.6895, 139.6917"
HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,AV7,Z,7.9,6.6,7.3,39,170,"35.6895, 139.6917"
HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,M6,Z,8.0,6.2,7.2,39,167,"35.6895, 139.6917"
HONDA,Civic Sedan,MID-SIZE,1.5,4,AV7,X,7.8,6.2,7.1,40,165,"35.6895, 139.6917"
HONDA,Civic Sedan,MID-SIZE,2.0,4,AV,X,7.9,6.1,7.1,40,167,"35.6895, 139.6917"
HONDA,Civic Sedan,MID-SIZE,2.0,4,M6,X,9.3,6.5,8.0,35,186,"35.6895, 139.6917"
HONDA,Civic Sedan Si,MID-SIZE,1.5,4,M6,Z,8.4,6.2,7.4,38,173,"35.6895, 139.6917"
HONDA,Civic Type R,FULL-SIZE,2.0,4,M6,Z,10.6,8.3,9.6,29,224,"35.6895, 139.6917"
HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,8.4,7.0,7.8,36,181,"35.6895, 139.6917"
HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,X,8.7,7.2,8.0,35,188,"35.6895, 139.6917"
HONDA,Fit,STATION WAGON - SMALL,1.5,4,AV,X,7.0,5.9,6.5,43,151,"35.6895, 139.6917"
HONDA,Fit,STATION WAGON - SMALL,1.5,4,AV7,X,7.6,6.5,7.0,40,166,"35.6895, 139.6917"
HONDA,Fit,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.6,7.4,38,174,"35.6895, 139.6917"
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,X,8.4,7.0,7.8,36,181,"35.6895, 139.6917"
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,X,8.8,7.5,8.2,34,193,"35.6895, 139.6917"
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,9.1,7.7,8.5,33,199,"35.6895, 139.6917"
HONDA,Insight EX,MID-SIZE,1.5,4,AV,X,4.6,5.3,4.9,58,114,"35.6895, 139.6917"
HONDA,Insight Touring,MID-SIZE,1.5,4,AV,X,4.6,5.3,4.9,58,114,"35.6895, 139.6917"
HONDA,Odyssey,MINIVAN,3.5,6,AS9,X,12.6,8.4,10.7,26,252,"35.6895, 139.6917"
HONDA,Odyssey Touring,MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,247,"35.6895, 139.6917"
HONDA,Passport AWD,SUV - SMALL,3.5,6,A9,X,12.5,9.8,11.3,25,265,"35.6895, 139.6917"
HONDA,Pilot,SUV - SMALL,3.5,6,A6,X,12.4,8.7,10.7,26,250,"35.6895, 139.6917"
HONDA,Pilot AWD,SUV - SMALL,3.5,6,A6,X,13.0,9.3,11.3,25,266,"35.6895, 139.6917"
HONDA,Pilot AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11.0,26,257,"35.6895, 139.6917"
HONDA,Ridgeline AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.8,9.5,11.3,25,263,"35.6895, 139.6917"
HYUNDAI,Accent,COMPACT,1.6,4,AS6,X,8.2,6.2,7.3,39,172,"37.5665, 126.9780"
HYUNDAI,Accent,COMPACT,1.6,4,M6,X,8.2,6.3,7.3,39,173,"37.5665, 126.9780"
HYUNDAI,Elantra,MID-SIZE,1.6,4,AM7,X,8.9,7.0,8.1,35,189,"37.5665, 126.9780"
HYUNDAI,Elantra,MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221,"37.5665, 126.9780"
HYUNDAI,Elantra,MID-SIZE,2.0,4,AS6,X,8.3,6.4,7.4,38,174,"37.5665, 126.9780"
HYUNDAI,Elantra,MID-SIZE,2.0,4,M6,X,9.2,6.5,8.0,35,188,"37.5665, 126.9780"
HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,AM7,X,9.7,7.4,8.6,33,205,"37.5665, 126.9780"
HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,M6,X,10.3,7.9,9.2,31,218,"37.5665, 126.9780"
HYUNDAI,Elantra GT,FULL-SIZE,2.0,4,AS6,X,9.4,7.1,8.4,34,200,"37.5665, 126.9780"
HYUNDAI,Elantra GT,FULL-SIZE,2.0,4,M6,X,9.8,7.4,8.7,32,207,"37.5665, 126.9780"
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.3,4.4,4.3,66,104,"37.5665, 126.9780"
HYUNDAI,IONIQ Blue,FULL-SIZE,1.6,4,AM6,X,4.2,4.0,4.1,69,96,"37.5665, 126.9780"
HYUNDAI,Kona,SUV - SMALL,2.0,4,AS6,X,8.6,7.0,7.9,36,186,"37.5665, 126.9780"
HYUNDAI,Kona AWD,SUV - SMALL,1.6,4,AM7,X,9.0,8.0,8.6,33,201,"37.5665, 126.9780"
HYUNDAI,Kona AWD,SUV - SMALL,2.0,4,AS6,X,9.2,7.8,8.6,33,202,"37.5665, 126.9780"
HYUNDAI,Santa Fe,SUV - SMALL,2.4,4,AS8,X,10.8,8.0,9.6,29,225,"37.5665, 126.9780"
HYUNDAI,Santa Fe AWD,SUV - SMALL,2.0,4,AS8,X,12.3,9.8,11.2,25,262,"37.5665, 126.9780"
HYUNDAI,Santa Fe AWD,SUV - SMALL,2.4,4,AS8,X,11.2,8.7,10.1,28,237,"37.5665, 126.9780"
HYUNDAI,Santa Fe XL,SUV - SMALL,3.3,6,AS6,X,13.2,9.4,11.5,25,268,"37.5665, 126.9780"
HYUNDAI,Santa Fe XL AWD,SUV - SMALL,3.3,6,AS6,X,13.4,9.7,11.7,24,276,"37.5665, 126.9780"
HYUNDAI,Santa Fe XL Ultimate AWD,SUV - SMALL,3.3,6,AS6,X,14.1,10.8,12.6,22,297,"37.5665, 126.9780"
HYUNDAI,Sonata,FULL-SIZE,2.0,4,AS8,X,10.4,7.4,9.1,31,212,"37.5665, 126.9780"
HYUNDAI,Sonata,FULL-SIZE,2.4,4,AS6,X,9.3,7.1,8.3,34,198,"37.5665, 126.9780"
HYUNDAI,Sonata SE,FULL-SIZE,2.4,4,AS6,X,9.2,6.8,8.1,35,190,"37.5665, 126.9780"
HYUNDAI,Sonata Hybrid,MID-SIZE,2.0,4,AM6,X,6.0,5.3,5.7,50,135,"37.5665, 126.9780"
HYUNDAI,Sonata Hybrid SE,MID-SIZE,2.0,4,AM6,X,5.9,5.1,5.6,50,132,"37.5665, 126.9780"
HYUNDAI,Tucson,SUV - SMALL,2.0,4,AS6,X,10.0,7.9,9.1,31,216,"37.5665, 126.9780"
HYUNDAI,Tucson AWD,SUV - SMALL,2.0,4,AS6,X,10.8,9.2,10.1,28,239,"37.5665, 126.9780"
HYUNDAI,Tucson AWD,SUV - SMALL,2.4,4,AS6,X,11.0,9.1,10.1,28,240,"37.5665, 126.9780"
HYUNDAI,Veloster,COMPACT,2.0,4,AS6,X,9.1,7.1,8.2,34,193,"37.5665, 126.9780"
HYUNDAI,Veloster,COMPACT,2.0,4,M6,X,9.4,7.1,8.4,34,198,"37.5665, 126.9780"
HYUNDAI,Veloster N,COMPACT,2.0,4,M6,X,10.6,8.3,9.5,30,226,"37.5665, 126.9780"
HYUNDAI,Veloster Turbo,COMPACT,1.6,4,AM7,X,8.5,6.9,7.8,36,184,"37.5665, 126.9780"
HYUNDAI,Veloster Turbo,COMPACT,1.6,4,M6,X,9.4,7.0,8.3,34,197,"37.5665, 126.9780"
INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,10.7,8.6,9.7,29,229,"35.4437, 139.6380"
INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Z,12.4,8.7,10.8,26,253,"35.4437, 139.6380"
INFINITI,Q50 AWD Red Sport,MID-SIZE,3.0,6,AS7,Z,12.5,9.3,11.1,25,261,"35.4437, 139.6380"
INFINITI,Q60 AWD,SUBCOMPACT,2.0,4,AS7,Z,11.2,8.5,10.0,28,233,"35.4437, 139.6380"
INFINITI,Q60 AWD,SUBCOMPACT,3.0,6,AS7,Z,12.3,8.7,10.7,26,251,"35.4437, 139.6380"
INFINITI,Q60 AWD Red Sport,SUBCOMPACT,3.0,6,AS7,Z,12.5,9.2,11.0,26,259,"35.4437, 139.6380"
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.8,11.7,24,275,"35.4437, 139.6380"
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,14.9,10.2,12.8,22,301,"35.4437, 139.6380"
INFINITI,QX50 AWD,SUV - SMALL,2.0,4,AV8,Z,10.0,7.8,9.0,31,211,"35.4437, 139.6380"
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.5,9.0,10.9,26,257,"35.4437, 139.6380"
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,19,354,"35.4437, 139.6380"
JAGUAR,E-PACE P250,SUV - SMALL,2.0,4,AS9,Z,11.0,8.4,9.8,29,231,"52.4068, -1.5197"
JAGUAR,F-PACE 20d,SUV - SMALL,2.0,4,AS8,D,8.9,7.2,8.1,35,218,"52.4068, -1.5197"
JAGUAR,F-PACE 25t,SUV - SMALL,2.0,4,AS8,Z,10.7,8.8,9.9,29,227,"52.4068, -1.5197"
JAGUAR,F-PACE 35t,SUV - SMALL,3.0,6,AS8,Z,13.3,10.0,11.8,24,277,"52.4068, -1.5197"
JAGUAR,F-TYPE Convertible,TWO-SEATER,2.0,4,AS8,Z,10.2,7.8,9.2,31,215,"52.4068, -1.5197"
JAGUAR,F-TYPE Convertible,TWO-SEATER,3.0,6,AS8,Z,11.9,8.5,10.4,27,242,"52.4068, -1.5197"
JAGUAR,F-TYPE Convertible,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296,"52.4068, -1.5197"
JAGUAR,F-TYPE Convertible R-Dynamic,TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253,"52.4068, -1.5197"
JAGUAR,F-TYPE Convertible R-Dynamic,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302,"52.4068, -1.5197"
JAGUAR,F-TYPE Convertible R-Dynamic AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265,"52.4068, -1.5197"
JAGUAR,F-TYPE Coupe,TWO-SEATER,2.0,4,AS8,Z,10.2,7.8,9.2,31,215,"52.4068, -1.5197"
JAGUAR,F-TYPE Coupe,TWO-SEATER,3.0,6,AS8,Z,11.9,8.5,10.4,27,242,"52.4068, -1.5197"
JAGUAR,F-TYPE Coupe,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296,"52.4068, -1.5197"
JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253,"52.4068, -1.5197"
JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302,"52.4068, -1.5197"
JAGUAR,F-TYPE Coupe R-Dynamic AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265,"52.4068, -1.5197"
JAGUAR,F-TYPE R AWD Convertible,TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311,"52.4068, -1.5197"
JAGUAR,F-TYPE R AWD Coupe,TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311,"52.4068, -1.5197"
JAGUAR,XE 20d AWD,COMPACT,2.0,4,AS8,D,7.8,5.8,6.9,41,186,"52.4068, -1.5197"
JAGUAR,XE 25t AWD,COMPACT,2.0,4,AS8,Z,9.8,6.9,8.5,33,200,"52.4068, -1.5197"
JAGUAR,XE 35t AWD,COMPACT,3.0,6,AS8,Z,11.8,8.2,10.2,28,238,"52.4068, -1.5197"
JAGUAR,XF 20d AWD,MID-SIZE,2.0,4,AS8,D,7.8,5.8,6.9,41,186,"52.4068, -1.5197"
JAGUAR,XF 25t AWD,MID-SIZE,2.0,4,AS8,Z,10.1,7.2,8.8,32,207,"52.4068, -1.5197"
JAGUAR,XF 35t AWD,MID-SIZE,3.0,6,AS8,Z,12.0,8.4,10.4,27,243,"52.4068, -1.5197"
JAGUAR,XJ R-Sport AWD,FULL-SIZE,3.0,6,AS8,Z,14.0,9.0,11.8,24,276,"52.4068, -1.5197"
JAGUAR,XJL Portfolio AWD,FULL-SIZE,3.0,6,AS8,Z,14.0,9.4,11.9,24,280,"52.4068, -1.5197"
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21,313,"52.4068, -1.5197"
JEEP,Cherokee,SUV - SMALL,2.0,4,A9,X,10.4,7.6,9.1,31,214,"42.7000, -83.2000"
JEEP,Cherokee,SUV - SMALL,2.4,4,A9,X,10.8,7.6,9.3,30,219,"42.7000, -83.2000"
JEEP,Cherokee,SUV - SMALL,3.2,6,A9,X,11.9,8.2,10.2,28,240,"42.7000, -83.2000"
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2.0,4,A9,X,11.2,8.0,9.8,29,229,"42.7000, -83.2000"
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2.4,4,A9,X,11.2,8.0,9.8,29,230,"42.7000, -83.2000"
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,3.2,6,A9,X,12.2,8.6,10.6,27,249,"42.7000, -83.2000"
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,2.0,4,A9,X,11.5,8.6,10.2,28,240,"42.7000, -83.2000"
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,3.2,6,A9,X,12.8,9.0,11.1,25,259,"42.7000, -83.2000"
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,2.0,4,A9,X,11.8,9.2,10.6,27,249,"42.7000, -83.2000"
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,3.2,6,A9,X,12.9,9.9,11.6,24,269,"42.7000, -83.2000"
JEEP,Compass,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218,"42.7000, -83.2000"
JEEP,Compass,SUV - SMALL,2.4,4,M6,X,10.4,7.3,9.0,31,211,"42.7000, -83.2000"
JEEP,Compass 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222,"42.7000, -83.2000"
JEEP,Compass 4X4,SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,30,221,"42.7000, -83.2000"
JEEP,Grand Cherokee 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265,"42.7000, -83.2000"
JEEP,Grand Cherokee 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331,"42.7000, -83.2000"
JEEP,Grand Cherokee 4X4 EcoDiesel,SUV - STANDARD,3.0,6,A8,D,11.2,8.5,10.0,28,268,"42.7000, -83.2000"
JEEP,Grand Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368,"42.7000, -83.2000"
JEEP,Grand Cherokee 4X4 Trackhawk,SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,16,413,"42.7000, -83.2000"
JEEP,Renegade,SUV - SMALL,1.3,4,A9,X,9.8,7.4,8.7,32,204,"42.7000, -83.2000"
JEEP,Renegade,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222,"42.7000, -83.2000"
JEEP,Renegade 4X4,SUV - SMALL,1.3,4,A9,X,10.1,8.1,9.2,31,216,"42.7000, -83.2000"
JEEP,Renegade 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230,"42.7000, -83.2000"
JEEP,Renegade 4X4 Trailhawk,SUV - SMALL,1.3,4,A9,X,10.8,8.7,9.9,29,230,"42.7000, -83.2000"
